icp_time,method,sampling,epsilon,rmse_list
6.028860807418823,bf,all,0.0001,"[0.012839946189140894, 0.006722379998176551, 0.007689994685067998, 0.010208441534417816, 0.014099154101008798, 0.023701281804668656, 0.014400422550331403, 0.01299414354619664, 0.010447515906967538, 0.00618224842897223, 0.006236139462883566]"
26.884804010391235,bf,all,1e-05,"[0.012485805112376657, 0.006495742416287021, 0.007686633448517147, 0.009896194673640545, 0.012451192441632645, 0.01885604945251143, 0.018058641534209007, 0.014364459649919148, 0.010947602361229677, 0.0068313596652129745, 0.006085380193117095, 0.009544084945474346, 0.012964811352422863, 0.014150239313617858, 0.014694316039558807, 0.020598590316768386, 0.019416393392449837, 0.009422223670068555, 0.007807554058008437, 0.007648891161437334, 0.007803049705768274, 0.008141410448821683, 0.007911972284589765, 0.007238979800379178, 0.006584897134443239, 0.0068183359016029755, 0.007351145213056634, 0.007713554805440286, 0.007729676260415294, 0.007196936245832741, 0.0063215903683933655, 0.005180681184543165, 0.005506779762497391, 0.007993299705078147, 0.009888708216667605, 0.010375092894427056, 0.010463606981336472, 0.00976340028836406, 0.009154263152038029, 0.009611624767872747, 0.010996822118552862, 0.01055969179863114, 0.00811102669268637, 0.0069211848680523005, 0.006578257838926512, 0.006491339634398872, 0.0068475145421155416, 0.006833438288649035, 0.006717821849692228, 0.00660449983174574]"
35.95094108581543,bf,all,1e-06,"[0.01264532974455824, 0.006549306890007845, 0.0076529292309096, 0.009661026934804829, 0.01181923157430343, 0.01772491080389523, 0.02010834031103086, 0.013208481834810226, 0.010629317771747493, 0.006145283268867448, 0.00543742484788684, 0.008103209768929918, 0.011199982482385724, 0.01251756646476885, 0.01248865692295966, 0.015336803861087609, 0.021509469156037516, 0.01374311547188097, 0.009466837058467818, 0.008061839653548139, 0.0073290919435728095, 0.0077366051871392795, 0.008679763541917353, 0.008708365929108319, 0.00841628799448053, 0.007691194021298465, 0.007125971703179719, 0.00852401450771635, 0.010064037569038656, 0.009392499273471721, 0.00780924048204742, 0.006465680471262321, 0.005420968966474221, 0.005865232813010398, 0.00899904060644166, 0.011368701144247298, 0.012313190441781812, 0.011949219799203872, 0.011147631550553337, 0.012295003884078856, 0.015220570685969003, 0.014803885726610727, 0.010526748964406531, 0.007073218878282958, 0.006687169733160848, 0.006945592163762471, 0.007570619562119331, 0.009492371114510498, 0.00972010190044828, 0.008872651643615902]"
0.1537642478942871,kd,all,0.0001,"[0.012364166423793828, 0.006517844767134385, 0.007222338904809336, 0.00891481742410988, 0.01136401756153597, 0.0177543885399537, 0.015447387040923697, 0.011633265567030884, 0.008460022236640347, 0.0055663736024653, 0.00523615644191768, 0.00822948914638498, 0.01093419809992016, 0.011579802635547075, 0.012647818201926673, 0.012998829932291997, 0.01824625129388733, 0.01993902077042706, 0.00974913569584031, 0.007187614036720331, 0.007494011611653053, 0.008800209690024579, 0.010978543580656228, 0.012144093289032444, 0.011302065638699156, 0.01318413580034936, 0.01245931120426901, 0.011608333626326968, 0.009638744079686063, 0.008021251614252009, 0.005956154932958231, 0.005347146020695916, 0.008484677304054345, 0.012291831439312994, 0.016171502448520645, 0.01739946674339157, 0.01928288930606216, 0.03246452313790624, 0.032990495991560384, 0.014747009831497102, 0.018503456192770922, 0.027202240267394217, 0.01828710240093982, 0.015918090632800162, 0.01153905158112841, 0.012249398724735778, 0.010264994034263848, 0.009471589275934068, 0.00818831502682015, 0.00714168512454043]"
0.26526904106140137,kd,all,1e-05,"[0.012611916834276204, 0.0067004446785410765, 0.007688431113209006, 0.009603762146971263, 0.0136904244397026, 0.022226755861036056, 0.015533496402706752, 0.013013818175326722, 0.01098302601426659, 0.006950240232370193, 0.006427456174517829, 0.010208659638746613, 0.014076059661039442, 0.016169601031145803, 0.020432380672701072, 0.0327047013508026, 0.01756685016718866, 0.01588533728436524, 0.010492491008198674, 0.01351464591523983, 0.018094499097306815, 0.011855977340750364, 0.010209236384687572, 0.008689238445514778, 0.008539192907753292, 0.007936230808334522, 0.007418476147549827, 0.0073866005312157815, 0.007042705068260104, 0.006424047377020336, 0.005791209172676513, 0.00653391131661136, 0.008834062988107707, 0.011002483021030133, 0.011647208326962978, 0.0120534312488617, 0.012441544337844277, 0.014272152093767263, 0.019503103945428465, 0.0187582837022758, 0.00929577102248683, 0.006952207982582734, 0.0071707113961099215, 0.008437563391751533, 0.01092244259558638, 0.013438080681889718, 0.011637266762632423, 0.014038172623576687, 0.011957925743440487, 0.01201032348171417]"
0.17937898635864258,kd,all,1e-06,"[0.012778248847122656, 0.006798060138583473, 0.00763531813927939, 0.009739010150705617, 0.013013159885592714, 0.020476771030140384, 0.017298046969277402, 0.013149277861240385, 0.009738625243960325, 0.005887626882901685, 0.006129440676054632, 0.00950189461900202, 0.012941078375220476, 0.014405548283615845, 0.016268624089383666, 0.025148354549860776, 0.023165433318785802, 0.010992148257478336, 0.011079734136186223, 0.014723930952246967, 0.014772783365640224, 0.011532252403412251, 0.010566695933029122, 0.009835753510546974, 0.009488930074906733, 0.009420481091782633, 0.008156130585860519, 0.007244479347763733, 0.006120282149987814, 0.005540526826706954, 0.006363560028965775, 0.009214662582460727, 0.011169748980172428, 0.011913044890808237, 0.012581545855481971, 0.012897372542258697, 0.015076740596398547, 0.021968625820444333, 0.018078332597849, 0.009388791984692635, 0.0071747563778287405, 0.006997237264255792, 0.007555142891528319, 0.008877679574348298, 0.009860877678414003, 0.010139889734275112, 0.00938418173229091, 0.009092426225897246, 0.009035846724794487, 0.008556544372115591]"
165.8823699951172,bf,uni,0.0001,"[0.011617005520380594, 0.006537225541823406, 0.006812658793309982, 0.007969145814274275, 0.009813169339765141, 0.014788107571920048, 0.02953384986416183, 0.028074543387036667, 0.014419769383189831, 0.011019132958950136, 0.009334174428474262, 0.009764006733380527, 0.016860451961740852, 0.022388005293798138, 0.0413264037158733, 0.06320162617947006, 0.03421131792137104, 0.029596205237620972, 0.02915783229271634, 0.04709834321326818, 0.12481546979987823, 0.14834502010891448, 0.33571429763681077, 0.20755047528287643, 0.14129767658978587, 0.11140025182561895, 0.19121274476925432, 0.022087083421901712, 0.04692911106602638, 0.09576114821933444, 0.03740005392451983, 0.03343149078116453, 0.02256180746375795, 0.04001785763421843, 0.09654488945023305, 0.12505923807784594, 0.27720819241854255, 0.4807371285486831, 0.8284155896401738, 0.5200986312271201, 0.1832656916863482, 0.07358137731530373, 0.11035633472541465, 0.13216669875341455, 0.30008672413320137, 0.5970881843722831, 0.3514473004689419, 0.4774800724622538, 0.16620974051199397, 0.192929009266912]"
168.68818616867065,bf,uni,1e-05,"[0.012086840129590295, 0.006422759996677604, 0.006910135807486821, 0.007718135647889096, 0.01051660746081452, 0.017681048616654822, 0.0245973522794296, 0.020128047253547943, 0.011945702394667485, 0.009434955242998833, 0.008159491719676122, 0.009281527327775612, 0.015084674799135568, 0.01885682975504586, 0.021689514541190478, 0.027802036117652768, 0.016825336879254037, 0.01037343162728853, 0.006312001097817505, 0.005787439761274284, 0.007310951940055482, 0.009075362820369522, 0.008696307838673659, 0.007892234899712068, 0.0077467540669347665, 0.008874733246010468, 0.009900650276192842, 0.010293671618113422, 0.009671719123059957, 0.008777795441524657, 0.007802419832253842, 0.007245067952642289, 0.007068591637862397, 0.007002294131603781, 0.006903679537652612, 0.007158654981130506, 0.007931018640094725, 0.008102154925890708, 0.0071701687899500014, 0.00574047454742865, 0.006555234861656046, 0.01231842305068255, 0.018046337960345996, 0.019925719730733312, 0.02220901860454681, 0.03227190418280417, 0.015468381809456661, 0.009475127664640294, 0.005924767986861538, 0.009502358423736595]"
171.86962294578552,bf,uni,1e-06,"[0.011993478827081405, 0.006618162993434152, 0.00690418369495268, 0.007388595889463225, 0.009489496734979926, 0.014349091086798603, 0.018111961452800963, 0.013314091012958244, 0.009322325655439528, 0.006421933937212494, 0.005931324322474495, 0.009026419089914871, 0.010994778784088258, 0.01033373478313179, 0.009150395503836657, 0.009395573058013338, 0.010719696840410605, 0.011232432809474042, 0.00974985691603417, 0.007657730772898175, 0.00634685424081171, 0.006434322089837452, 0.007110151773394428, 0.007254455320114871, 0.0069679072732343255, 0.006347624005478635, 0.005630959477641784, 0.005292303441483776, 0.005032352917076502, 0.004862538970142506, 0.0048777501592148905, 0.005742114685745283, 0.0067877310260062275, 0.006768970214112045, 0.005502259844678656, 0.004223660115435719, 0.004439527503669623, 0.005449342564436229, 0.006469831481071394, 0.00656698725071677, 0.005629476167894069, 0.0048082261231589245, 0.004230553646557448, 0.0038943221513760514, 0.003654985110908591, 0.0034594419014517064, 0.0034096575906171086, 0.0034024003797862743, 0.0033623396871591015, 0.0033855776722311595]"
0.18485713005065918,kd,uni,0.0001,"[0.011332593567788325, 0.006953844072596563, 0.006372665159090363, 0.007230515850307267, 0.009361488644821019, 0.011806203498838316, 0.016772844490548198, 0.023529224023828944, 0.014072159168016287, 0.009673326692250888, 0.007834551595824243, 0.006562160721004235, 0.008043686848517943, 0.011318390765965686, 0.012589194744046824, 0.011966846111932493, 0.013295010902658437, 0.014718747163631524, 0.012442789278009883, 0.010188467485171764, 0.00897357365699462, 0.008221736887328204, 0.007278591370785165, 0.0066159852412041335, 0.006023200681820035, 0.005362652170984683, 0.004866542030918171, 0.004521656850588103, 0.004633696116859831, 0.004784037952196157, 0.005688123136984271, 0.0068913436707822365, 0.007306290291337198, 0.005139430964182184, 0.0035303128875415397, 0.003039672294503465, 0.0037519061782358117, 0.004346453998704388, 0.004997951899402708, 0.004891981461241011, 0.004364880055962226, 0.003831241219510871, 0.003319811096138133, 0.0030355413458679073, 0.003040244802347828]"
